,Cod,Grupo,Produto
8226,1105,81,PEIXE INTEIRO PUNARE
8227,1106,81,PEIXE INTEIRO LUCANARI
8228,1107,81,PEIXE INTEIRO TUCUNARE LUMBINHO
8229,1108,81,PEIXE INTEIRO LACANARI
8230,1109,81,PEIXE INTEIRO TUCUNARE BRANCO
8231,1110,81,PEIXE INTEIRO TUCUNARE PUTANGA
8232,1111,81,PEIXE INTEIRO TUCUNARETINGA
8233,1112,81,PEIXE INTEIRO TUCUNARE PITANGA
8234,1113,81,PEIXE INTEIRO TUCUNARE PINIMA
8235,1114,81,PEIXE INTEIRO BURRIQUETA DE RIO | TUCUNARE
8236,1115,81,PEIXE INTEIRO BURRIQUETE DE RIO | TUCUNARE
8237,1116,81,PEIXE INTEIRO SARABIANA
8238,1117,81,PEIXE INTEIRO PUTANGA
8239,1118,81,PEIXE INTEIRO PITANGA
8240,1201,81,PEIXE EM POSTAS TUCUNARE
8241,1301,81,PEIXE EM FILE FRESCO TUCUNARE
8242,1401,81,PEIXE SALGADO TUCUNARE
8243,1501,81,PEIXE EM FILE CONGELADO TUCUNARE
8244,2101,81,PEIXE INTEIRO ACARI
8245,2102,81,PEIXE INTEIRO CASCUDO BARBADO
8246,2103,81,PEIXE INTEIRO CARITO
8247,2104,81,PEIXE INTEIRO CACHIMBAU
8248,2105,81,PEIXE INTEIRO PILATOS
8249,2106,81,PEIXE INTEIRO UACARI
8250,2107,81,PEIXE INTEIRO BODO
8251,2108,81,PEIXE INTEIRO GUACARI
8252,2109,81,PEIXE INTEIRO CASCUDO ESPINHO
8253,2110,81,PEIXE INTEIRO CASCUDINHO
8254,2111,81,PEIXE INTEIRO CASCUDO LIMA
8255,2112,81,PEIXE INTEIRO CASCUDO COMUM
8256,2113,81,PEIXE INTEIRO CASCUDO ESPADA
8257,2114,81,PEIXE INTEIRO CARI
8258,2115,81,PEIXE INTEIRO BOI DE GUARA | ACARI
8259,2116,81,PEIXE INTEIRO ACARI PINTADO
8260,2117,81,PEIXE INTEIRO APERTA GALHA
8261,2118,81,PEIXE INTEIRO ACARIJUBA
8262,2119,81,PEIXE INTEIRO ACARI MOLE
8263,2120,81,PEIXE INTEIRO ACARI VIOLA
8264,2121,81,PEIXE INTEIRO ACARI LARANJA
8265,2122,81,PEIXE INTEIRO ACARI CHICOTE
8266,2123,81,PEIXE INTEIRO ACARI ESPADA
8267,2124,81,PEIXE INTEIRO ACARI CACHIMBO
8268,2125,81,PEIXE INTEIRO ACARI BODO
8269,2126,81,PEIXE INTEIRO CASCUDO
8270,2127,81,PEIXE INTEIRO ANAIA
8271,2201,81,PEIXE EM POSTAS ACARI
8272,2301,81,PEIXE EM FILE FRESCO ACARI
8273,2401,81,PEIXE SALGADO ACARI
8274,2501,81,PEIXE EM FILE CONGELADO ACARI
8275,3101,81,PEIXE INTEIRO PIRAMUTABA
8276,3102,81,PEIXE INTEIRO MULHER INGRATA
8277,3103,81,PEIXE INTEIRO PIRAMUTA
8278,3104,81,PEIXE INTEIRO PIRAMUTAVA
8279,3105,81,PEIXE INTEIRO BARBA CHATA
8280,3201,81,PEIXE EM POSTAS PIRAMUTABA
8281,3301,81,PEIXE EM FILE FRESCO PIRAMUTABA
8282,3401,81,PEIXE SALGADO PIRAMUTABA
8283,3501,81,PEIXE EM FILE CONGELADO PIRAMUTABA
8284,4101,81,PEIXE INTEIRO PIAU
8285,4102,81,PEIXE INTEIRO PIAU VERDADEIRO
8286,4103,81,PEIXE INTEIRO PIAU LAVRADO
8287,4104,81,PEIXE INTEIRO PIAU GALO
8288,4105,81,PEIXE INTEIRO PAIUDO
8289,4201,81,PEIXE EM POSTAS PIAU
8290,4301,81,PEIXE EM FILE FRESCO PIAU
8291,4401,81,PEIXE SALGADO PIAU
8292,4501,81,PEIXE EM FILE CONGELADO PIAU
8293,5101,81,PEIXE INTEIRO MUCUM
8294,5102,81,PEIXE INTEIRO COBRA
8295,5103,81,PEIXE INTEIRO MUCU
8296,5104,81,PEIXE INTEIRO MUCUM DE PELE
8297,5105,81,PEIXE INTEIRO MUCUM DE ESCAMA
8298,5106,81,PEIXE INTEIRO ENGUIA DE AGUA DOCE | MUCUM
8299,5201,81,PEIXE EM POSTAS MUCUM
8300,5301,81,PEIXE EM FILE FRESCO MUCUM
8301,5401,81,PEIXE SALGADO MUCUM
8302,5501,81,PEIXE EM FILE CONGELADO MUCUM
8303,6101,81,PEIXE INTEIRO DOURADO DE AGUA DOCE
8304,6102,81,PEIXE INTEIRO PIRAJU
8305,6103,81,PEIXE INTEIRO PIRAJUBA
8306,6104,81,PEIXE INTEIRO SAIPE
8307,6105,81,PEIXE INTEIRO SAIJE
8308,6106,81,PEIXE INTEIRO PIRAUVU
8309,6107,81,PEIXE INTEIRO PIRAIU
8310,6201,81,PEIXE EM POSTAS DOURADO DE AGUA DOCE
8311,6301,81,PEIXE EM FILE FRESCO DOURADO DE AGUA DOCE
8312,6401,81,PEIXE SALGADO DOURADO DE AGUA DOCE
8313,6501,81,PEIXE EM FILE CONGELADO DOURADO DE AGUA DOCE
8314,7101,81,PEIXE INTEIRO TAMOATA
8315,7102,81,PEIXE INTEIRO TAMBUATA
8316,7103,81,PEIXE INTEIRO TAMBOATA
8317,7104,81,PEIXE INTEIRO TAMOATA PINIMA
8318,7105,81,PEIXE INTEIRO TAMUATA
8319,7106,81,PEIXE INTEIRO TAMATA
8320,7107,81,PEIXE INTEIRO CAMBOTA
8321,7108,81,PEIXE INTEIRO CAMBOATA
8322,7109,81,PEIXE INTEIRO SOLDADO DE AGUA DOCE | TAMOATA
8323,7201,81,PEIXE EM POSTAS TAMOATA
8324,7301,81,PEIXE EM FILE FRESCO TAMOATA
8325,7401,81,PEIXE SALGADO TAMOATA
8326,7501,81,PEIXE EM FILE CONGELADO TAMOATA
8327,8101,81,PEIXE INTEIRO PIRAPEUA
8328,8102,81,PEIXE INTEIRO LENHA
8329,8103,81,PEIXE INTEIRO SURUBIM MENA | PIRAPEUA
8330,8104,81,PEIXE INTEIRO PIRAJUPEVA
8331,8105,81,PEIXE INTEIRO PIRAPEUAUA
8332,8201,81,PEIXE EM POSTAS PIRAPEUA
8333,8301,81,PEIXE EM FILE FRESCO PIRAPEUA
8334,8401,81,PEIXE SALGADO PIRAPEUA
8335,8501,81,PEIXE EM FILE CONGELADO PIRAPEUA
8336,9101,81,PEIXE INTEIRO MAPARA
8337,9102,81,PEIXE INTEIRO BRACO DE MULATA
8338,9103,81,PEIXE INTEIRO OLELEIRO
8339,9104,81,PEIXE INTEIRO SARDA BRACO DE MOCA | MAPARA
8340,9105,81,PEIXE INTEIRO MAPARA DE CAMETA
8341,9106,81,PEIXE INTEIRO MANDI PERUANO | MAPARA
8342,9107,81,PEIXE INTEIRO BRACO DE MOCA
8343,9108,81,PEIXE INTEIRO LAULAU
8344,9109,81,PEIXE INTEIRO MAPURA
8345,9110,81,PEIXE INTEIRO MAMPARA
8346,9201,81,PEIXE EM POSTAS MAPARA
8347,9301,81,PEIXE EM FILE FRESCO MAPARA
8348,9401,81,PEIXE SALGADO MAPARA
8349,9501,81,PEIXE EM FILE CONGELADO MAPARA
8350,101,82,PEIXE INTEIRO PIRANHA
8351,102,82,PEIXE INTEIRO PIRANHA CAJU
8352,103,82,PEIXE INTEIRO PIRANHA VERMELHA
8353,104,82,PEIXE INTEIRO PIRANHA CHATA
8354,105,82,PEIXE INTEIRO PIRANHA PINTADA
8355,106,82,PEIXE INTEIRO PIRANHA AMARELA
8356,107,82,PEIXE INTEIRO PIRANHA BEBA
8357,108,82,PEIXE INTEIRO PIRANHA DA LAGOA
8358,109,82,PEIXE INTEIRO PIRANHA PRETA
8359,110,82,PEIXE INTEIRO PIRANHA BRANCA
8360,111,82,PEIXE INTEIRO PIRANHA PEBA
8361,112,82,PEIXE INTEIRO PIRANHA CACHORRA
8362,113,82,PEIXE INTEIRO PIRANHA MAPARA
8363,114,82,PEIXE INTEIRO PIRAMPEVA
8364,115,82,PEIXE INTEIRO PIRAMBE
8365,116,82,PEIXE INTEIRO PIRAMPEBA
8366,117,82,PEIXE INTEIRO PIRAMBEVA
8367,118,82,PEIXE INTEIRO PIRAMBEBA
8368,119,82,PEIXE INTEIRO PIRANHA DOCE
8369,120,82,PEIXE INTEIRO COICOA
8370,121,82,PEIXE INTEIRO PIRAMPE
8371,122,82,PEIXE INTEIRO RODOLEIRA
8372,123,82,PEIXE INTEIRO CHUPITA
8373,201,82,PEIXE EM POSTAS PIRANHA
8374,301,82,PEIXE EM FILE FRESCO PIRANHA
8375,401,82,PEIXE SALGADO PIRANHA
8376,501,82,PEIXE EM FILE CONGELADO PIRANHA
8377,1101,82,PEIXE INTEIRO PACU
8378,1102,82,PEIXE INTEIRO PACUACU
8379,1103,82,PEIXE INTEIRO PACU CHICO
8380,1104,82,PEIXE INTEIRO PACU MIRIM
8381,1105,82,PEIXE INTEIRO PACU CHATO
8382,1106,82,PEIXE INTEIRO PACU BRANCO
8383,1107,82,PEIXE INTEIRO PACUGUACU
8384,1108,82,PEIXE INTEIRO PACU AZUL
8385,1109,82,PEIXE INTEIRO BATUQUEIRO
8386,1110,82,PEIXE INTEIRO PIROSCA
8387,1111,82,PEIXE INTEIRO PACUTINGA
8388,1112,82,PEIXE INTEIRO PEVA
8389,1113,82,PEIXE INTEIRO PACUPEVA
8390,1114,82,PEIXE INTEIRO PACUPEBA
8391,1115,82,PEIXE INTEIRO MAFURA
8392,1116,82,PEIXE INTEIRO PEBA
8393,1117,82,PEIXE INTEIRO CAPADINHO
8394,1118,82,PEIXE INTEIRO ABEL
8395,1119,82,PEIXE INTEIRO CORONA
8396,1120,82,PEIXE INTEIRO CARANHA
8397,1121,82,PEIXE INTEIRO PANARE
8398,1201,82,PEIXE EM POSTAS PACU
8399,1301,82,PEIXE EM FILE FRESCO PACU
8400,1401,82,PEIXE SALGADO PACU
8401,1501,82,PEIXE EM FILE CONGELADO PACU
8402,2101,82,PEIXE INTEIRO TAMBAQUI
8403,2102,82,PEIXE INTEIRO CURUPETE
8404,2103,82,PEIXE INTEIRO PACU DO AMAZONAS | TAMBAQUI
8405,2201,82,PEIXE EM POSTAS TAMBAQUI
8406,2301,82,PEIXE EM FILE FRESCO TAMBAQUI
8407,2401,82,PEIXE SALGADO TAMBAQUI
8408,2501,82,PEIXE EM FILE CONGELADO TAMBAQUI
8409,2901,82,PEIXE TAMBAQUI
8410,3101,82,PEIXE INTEIRO ANUJA
8411,3102,82,PEIXE INTEIRO CACHORRINHO DE PADRE
8412,3103,82,PEIXE INTEIRO ANOJADO
8413,3104,82,PEIXE INTEIRO CACHORRO DE PADRE
8414,3105,82,PEIXE INTEIRO CACHORRINHO
8415,3106,82,PEIXE INTEIRO ANUIA
8416,3107,82,PEIXE INTEIRO BODE
8417,3108,82,PEIXE INTEIRO MANDIZINHO | ANUJA
8418,3109,82,PEIXE INTEIRO MANDICUMBA
8419,3110,82,PEIXE INTEIRO CUMBACA | DE AGUA DOCE | ANUJA
8420,3111,82,PEIXE INTEIRO CANGATINHA
8421,3112,82,PEIXE INTEIRO MULATO
8422,3113,82,PEIXE INTEIRO CHORADEIRA
8423,3114,82,PEIXE INTEIRO BOCA LISA | DE AGUA DOCE | ANUJA
8424,3115,82,PEIXE INTEIRO BAGRE CHORA | ANUJA
8425,3116,82,PEIXE INTEIRO CABECA DE FERRO
8426,3117,82,PEIXE INTEIRO LIRIO
8427,3118,82,PEIXE BAGRE DE RIO
8428,3119,82,PEIXE INTEIRO MANDI
8429,3120,82,PEIXE INTEIRO JUNDIA
8430,3121,82,PEIXE INTEIRO BOGA
8431,3122,82,PEIXE INTEIRO MANDIUVA
8432,3123,82,PEIXE INTEIRO JANDIA
8433,3201,82,PEIXE EM POSTAS ANUJA
8434,3301,82,PEIXE EM FILE FRESCO ANUJA
8435,3401,82,PEIXE SALGADO ANUJA
8436,3501,82,PEIXE EM FILE CONGELADO ANUJA
8437,4101,82,PEIXE INTEIRO SARDINHA DE AGUA DOCE
8438,4102,82,PEIXE INTEIRO APAPA
8439,4103,82,PEIXE INTEIRO SARDINHA GRANDE DE AGUA DOCE
8440,4104,82,PEIXE INTEIRO SARDINHAO | AGUA DOCE
8441,4105,82,PEIXE INTEIRO SARDA DE AGUA DOCE
8442,4106,82,PEIXE INTEIRO ARANGAL
8443,4201,82,PEIXE EM POSTAS SARDINHA DE AGUA DOCE
8444,4301,82,PEIXE EM FILE FRESCO SARDINHA DE AGUA DOCE
8445,4401,82,PEIXE SALGADO SARDINHA DE AGUA DOCE
8446,4501,82,PEIXE EM FILE CONGELADO SARDINHA DE AGUA DOCE
8447,5101,82,PEIXE INTEIRO JARAQUI
8448,5102,82,PEIXE INTEIRO JERAQUI
8449,5103,82,PEIXE INTEIRO JERIQUI
8450,5201,82,PEIXE EM POSTAS JARAQUI
8451,5301,82,PEIXE EM FILE FRESCO JARAQUI
8452,5401,82,PEIXE SALGADO JARAQUI
8453,5501,82,PEIXE EM FILE CONGELADO JARAQUI
8454,6101,82,PEIXE INTEIRO CACHORRO
8455,6102,82,PEIXE INTEIRO CIGARRA
8456,6103,82,PEIXE INTEIRO ICANGA
8457,6104,82,PEIXE INTEIRO PIRAPUCU
8458,6105,82,PEIXE INTEIRO TAJIBUCU
8459,6106,82,PEIXE INTEIRO TAJABUCU
8460,6107,82,PEIXE INTEIRO PIRAPUCA
8461,6108,82,PEIXE INTEIRO TAJAPECO
8462,6109,82,PEIXE INTEIRO PIRA ANDIRA
8463,6110,82,PEIXE INTEIRO SAICANGA
8464,6111,82,PEIXE INTEIRO SARANHA
8465,6112,82,PEIXE INTEIRO BICUDA DE RIO | CACHORRO
8466,6113,82,PEIXE INTEIRO DENTUDO PINTADO
8467,6114,82,PEIXE INTEIRO BOCARRA
8468,6115,82,PEIXE INTEIRO CUBIO
8469,6116,82,PEIXE INTEIRO CUBIU
8470,6117,82,PEIXE INTEIRO BOCUDO
8471,6118,82,PEIXE INTEIRO JAUARANA
8472,6201,82,PEIXE EM POSTAS CACHORRO
8473,6301,82,PEIXE EM FILE FRESCO CACHORRO
8474,6401,82,PEIXE SALGADO CACHORRO
8475,6501,82,PEIXE EM FILE CONGELADO CACHORRO
8476,7101,82,PEIXE INTEIRO PIABANHA
8477,7102,82,PEIXE INTEIRO PIRAPITINGA
8478,7103,82,PEIXE INTEIRO TARAPITINGA
8479,7104,82,PEIXE INTEIRO TRAPITINGA
8480,7201,82,PEIXE EM POSTAS PIABANHA
8481,7301,82,PEIXE EM FILE FRESCO PIABANHA
8482,7401,82,PEIXE SALGADO PIABANHA
8483,7501,82,PEIXE EM FILE CONGELADO PIABANHA
8484,7601,82,PEIXE EM FILE FRESCO DE PIRAPITINGA
8485,8101,82,PEIXE INTEIRO PIRAIBA
8486,8102,82,PEIXE INTEIRO FILHOTE
8487,8103,82,PEIXE INTEIRO PIRATINGA | PIRAIBA
8488,8201,82,PEIXE EM POSTAS PIRAIBA
8489,8301,82,PEIXE EM FILE FRESCO PIRAIBA
8490,8401,82,PEIXE SALGADO PIRAIBA
8491,8501,82,PEIXE EM FILE CONGELADO PIRAIBA
8492,9101,82,PEIXE INTEIRO BACU
8493,9102,82,PEIXE INTEIRO ABOTOADO
8494,9103,82,PEIXE INTEIRO ARMAU
8495,9104,82,PEIXE INTEIRO DAQUEIRO
8496,9105,82,PEIXE INTEIRO BACU DE PEDRA
8497,9106,82,PEIXE INTEIRO BACU PEDRA
8498,9107,82,PEIXE INTEIRO VACU
8499,9108,82,PEIXE INTEIRO BOTOADO
8500,9201,82,PEIXE EM POSTAS BACU
8501,9301,82,PEIXE EM FILE FRESCO BACU
8502,9401,82,PEIXE SALGADO BACU
8503,9501,82,PEIXE EM FILE CONGELADO BACU
8504,101,83,PEIXE INTEIRO PIRARARA
8505,102,83,PEIXE INTEIRO PIRAUARARA
8506,103,83,PEIXE INTEIRO ARARA
8507,104,83,PEIXE INTEIRO CAJARO
8508,105,83,PEIXE INTEIRO UARARA
8509,106,83,PEIXE INTEIRO PIRAMBREPE
8510,107,83,PEIXE INTEIRO LAITU
8511,201,83,PEIXE EM POSTAS PIRARARA
8512,301,83,PEIXE EM FILE FRESCO PIRARARA
8513,401,83,PEIXE SALGADO PIRARARA
8514,501,83,PEIXE EM FILE CONGELADO PIRARARA
8515,1101,83,PEIXE INTEIRO PACAMAO DE AGUA DOCE
8516,1102,83,PEIXE INTEIRO APACAMA DE AGUA DOCE
8517,1103,83,PEIXE INTEIRO PACUMA DE AGUA DOCE
8518,1104,83,PEIXE INTEIRO PIRACURURU
8519,1105,83,PEIXE INTEIRO SAPO
8520,1106,83,PEIXE INTEIRO BAGRE SAPO | PACAMAO DE AGUA DOCE
8521,1107,83,PEIXE INTEIRO PACAMA DE AGUA DOCE
8522,1108,83,PEIXE INTEIRO PIACURURU
8523,1109,83,PEIXE INTEIRO MANGURUIU
8524,1110,83,PEIXE INTEIRO MANGURIU
8525,1111,83,PEIXE INTEIRO PRECAMBUCU
8526,1112,83,PEIXE INTEIRO PRECUMBUCU
8527,1201,83,PEIXE EM POSTAS PACAMAO DE AGUA DOCE
8528,1301,83,PEIXE EM FILE FRESCO PACAMAO DE AGUA DOCE
8529,1401,83,PEIXE SALGADO PACAMAO DE AGUA DOCE
8530,1501,83,PEIXE EM FILE CONGELADO PACAMAO DE AGUA DOCE
8531,2101,83,PEIXE INTEIRO DOURADA
8532,2102,83,PEIXE INTEIRO DOURADA DO AMAZONAS
8533,2103,83,PEIXE INTEIRO DOIRADA DO AMAZONAS
8534,2104,83,PEIXE INTEIRO DOIRADA
8535,2201,83,PEIXE EM POSTAS DOURADA
8536,2301,83,PEIXE EM FILE FRESCO DOURADA
8537,2401,83,PEIXE SALGADO DOURADA
8538,2501,83,PEIXE EM FILE CONGELADO DOURADA
8539,2901,83,PEIXE DOURADA
8540,3101,83,PEIXE INTEIRO PIRANAMBU
8541,3102,83,PEIXE INTEIRO GALINHA
8542,3103,83,PEIXE INTEIRO INAMBU
8543,3104,83,PEIXE INTEIRO INHAMBU
8544,3105,83,PEIXE INTEIRO PIRAMBU | DE AGUA DOCE | PIRANAMBU
8545,3106,83,PEIXE INTEIRO PIRANIAMBU
8546,3107,83,PEIXE INTEIRO PINTADINHO | DE AGUA DOCE | PIRANAMBU
8547,3108,83,PEIXE INTEIRO PIRANIAMPU
8548,3109,83,PEIXE INTEIRO PIRANAMPU
8549,3110,83,PEIXE INTEIRO NAMBU
8550,3111,83,PEIXE INTEIRO MANTOPAQUE
8551,3112,83,PEIXE INTEIRO MOELA
8552,3113,83,PEIXE INTEIRO BARBADO | DE AGUA DOCE | PIRANAMBU
8553,3114,83,PEIXE INTEIRO PIRAMAPU
8554,3201,83,PEIXE EM POSTAS PIRANAMBU
8555,3301,83,PEIXE EM FILE FRESCO PIRANAMBU
8556,3401,83,PEIXE SALGADO PIRANAMBU
8557,3501,83,PEIXE EM FILE CONGELADO PIRANAMBU
8558,4101,83,PEIXE INTEIRO FIDALGO
8559,4102,83,PEIXE INTEIRO BAGRE FIDALGO | FIDALGO
8560,4201,83,PEIXE EM POSTAS FIDALGO
8561,4301,83,PEIXE EM FILE FRESCO FIDALGO
8562,4401,83,PEIXE SALGADO FIDALGO
8563,4501,83,PEIXE EM FILE CONGELADO FIDALGO
8564,4901,83,PEIXE FIDALGO
8565,5101,83,PEIXE INTEIRO TABARANA
8566,5102,83,PEIXE INTEIRO JATUBARANA
8567,5103,83,PEIXE INTEIRO JUTUBARANA
8568,5104,83,PEIXE INTEIRO TUBARANA
8569,5105,83,PEIXE INTEIRO TRAGUIRA
8570,5201,83,PEIXE EM POSTAS TABARANA
8571,5301,83,PEIXE EM FILE FRESCO TABARANA
8572,5401,83,PEIXE SALGADO TABARANA
8573,5501,83,PEIXE EM FILE CONGELADO TABARANA
8574,6101,83,PEIXE INTEIRO MANDUBE
8575,6102,83,PEIXE INTEIRO ANDUBE
8576,6103,83,PEIXE INTEIRO MANDURI
8577,6104,83,PEIXE INTEIRO MANDUVA
8578,6105,83,PEIXE INTEIRO MANDUBE MIRIM
8579,6106,83,PEIXE INTEIRO MANDIBE
8580,6107,83,PEIXE INTEIRO MANDUBI
8581,6108,83,PEIXE INTEIRO ANDUBI
8582,6201,83,PEIXE EM POSTAS MANDUBE
8583,6301,83,PEIXE EM FILE FRESCO MANDUBE
8584,6401,83,PEIXE SALGADO MANDUBI
8585,6501,83,PEIXE EM FILE CONGELADO MANDUBI
8586,7101,83,PEIXE INTEIRO PIRAPUTANGA
8587,7102,83,PEIXE INTEIRO PIRAPITANGA
8588,7103,83,PEIXE INTEIRO PIRAPITA
8589,7201,83,PEIXE EM POSTAS PIRAPUTANGA
8590,7301,83,PEIXE EM FILE FRESCO PIRAPUTANGA
8591,7401,83,PEIXE SALGADO PIRAPUTANGA
8592,7501,83,PEIXE EM FILE CONGELADO PIRAPUTANGA
8593,8101,83,PEIXE INTEIRO JAU
8594,8102,83,PEIXE INTEIRO JARIPOCA
8595,8103,83,PEIXE INTEIRO JUNDIA DE LAGOA | JAU
8596,8104,83,PEIXE INTEIRO JAUPOCA
8597,8201,83,PEIXE EM POSTAS JAU
8598,8301,83,PEIXE EM FILE FRESCO JAU
8599,8401,83,PEIXE SALGADO JAU
8600,8501,83,PEIXE EM FILE CONGELADO JAU
8601,9101,83,PEIXE INTEIRO PIAPARA
8602,9102,83,PEIXE INTEIRO PIAMPARA
8603,9103,83,PEIXE INTEIRO PIRAPARA
8604,9201,83,PEIXE EM POSTAS PIAPARA
8605,9301,83,PEIXE EM FILE FRESCO PIAPARA
8606,9401,83,PEIXE SALGADO PIAPARA
8607,9501,83,PEIXE EM FILE CONGELADO PIAPARA
8608,101,84,PEIXE INTEIRO ARUANA
8609,102,84,PEIXE INTEIRO CARAPANA
8610,103,84,PEIXE INTEIRO AMANA
8611,104,84,PEIXE INTEIRO URUANA
8612,105,84,PEIXE INTEIRO ARAUANA
8613,106,84,PEIXE INTEIRO SULAMBA
8614,201,84,PEIXE EM POSTAS ARUANA
8615,301,84,PEIXE EM FILE FRESCO ARUANA
8616,401,84,PEIXE SALGADO ARUANA
8617,501,84,PEIXE EM FILE CONGELADO ARUANA
8618,1101,84,PEIXE INTEIRO PIRACANJUBA
8619,1102,84,PEIXE INTEIRO PIRACANJUVA
8620,1103,84,PEIXE INTEIRO PIRACANJUVIRA
8621,1104,84,PEIXE INTEIRO TRAITINGA
8622,1201,84,PEIXE EM POSTAS PIRACANJUBA
8623,1301,84,PEIXE EM FILE FRESCO PIRACANJUBA
8624,1401,84,PEIXE SALGADO PIRACANJUBA
8625,1501,84,PEIXE EM FILE CONGELADO PIRACANJUBA
8626,2101,84,PEIXE INTEIRO SAIRU
8627,2102,84,PEIXE INTEIRO SAIRU DE RIO
8628,2103,84,PEIXE INTEIRO SAGUIRU
8629,2104,84,PEIXE INTEIRO SAGUIRI
8630,2105,84,PEIXE INTEIRO SAGARU
8631,2106,84,PEIXE INTEIRO SABARU
8632,2107,84,PEIXE INTEIRO SAGUIRA
8633,2108,84,PEIXE INTEIRO BIRUBA
8634,2109,84,PEIXE INTEIRO SAGUACU
8635,2110,84,PEIXE INTEIRO SABURU
8636,2111,84,PEIXE INTEIRO LAMBARI BOCARRA | SAIRU
8637,2201,84,PEIXE EM POSTAS SAIRU
8638,2301,84,PEIXE EM FILE FRESCO SAIRU
8639,2401,84,PEIXE SALGADO SAIRU
8640,2501,84,PEIXE EM FILE CONGELADO SAIRU
8641,3101,84,CAMARAO DE AGUA DOCE
8642,3102,84,CAMARAO LAGOSTA | AGUA DOCE
8643,3103,84,PITU | CAMARAO DE AGUA DOCE
8644,3104,84,ZABUMBA
8645,3105,84,CAMARAO ZABUMBA | AGUA DOCE
8646,3106,84,CAMARAO BRACO FORTE | AGUA DOCE
8647,3107,84,CAMARAO CASTANHO | AGUA DOCE
8648,3201,84,CAMARAO DE AGUA DOCE SEM CASCA
8649,3401,84,CAMARAO DE AGUA DOCE SALGADO
8650,4101,84,TRACAJA
8651,4102,84,GANGAPARRA
8652,4103,84,AIACA
8653,4104,84,TARTARUGA DE AGUA DOCE
8654,4105,84,TARTARUGA DO AMAZONAS
8655,4106,84,TRACAJA CABECADA
8656,4107,84,CABECADA
8657,4108,84,ARAU
8658,4109,84,AIUCA
8659,4110,84,JURARA ACU
8660,4111,84,TERECAI
8661,4112,84,JURARA
8662,4113,84,BRACAJA
8663,4114,84,IURURA
8664,4115,84,IURARA
8665,4116,84,PITIU
8666,4117,84,IACA
8667,4118,84,CAPITARI
8668,4119,84,JURURA
8669,4120,84,CAPININGA
8670,4121,84,CAPINIMA
8671,4122,84,ANURI
8672,4123,84,TARECAI
8673,4124,84,TARACAIA
8674,4201,84,TRACAJA EM POSTAS
8675,4301,84,TRACAJA EM FILE FRESCO
8676,4401,84,TRACAJA SALGADA
8677,4501,84,TRACAJA EM FILE CONGELADO
8678,5101,84,RA
8679,5102,84,RA CACOTE
8680,5103,84,RA COMUM
8681,5104,84,RA VERDADEIRA
8682,5105,84,RA TOURO GIGANTE
8683,5106,84,RA NIMBUIA
8684,5107,84,RA PIMENTA
8685,5108,84,RA TOURO
8686,5109,84,JIA
8687,5110,84,RA PAULISTINHA
8688,5111,84,RA MIRIM
8689,5112,84,RA JIA
8690,5113,84,CACOTE
8691,5114,84,RA GIMBUIA
8692,5115,84,PAULISTINHA
8693,5116,84,NIMBUIA
8694,5117,84,GIMBUIA
8695,5201,84,RA EM POSTAS
8696,5301,84,RA EM FILE FRESCO
8697,5401,84,RA SALGADA
8698,5501,84,RA EM FILE CONGELADO
8699,6101,84,PEIXE INTEIRO BAGRE DE AGUA DOCE
8700,6201,84,PEIXE EM POSTAS BAGRE DE AGUA DOCE
8701,6301,84,PEIXE EM FILE FRESCO BAGRE DE AGUA DOCE
8702,6401,84,PEIXE SALGADO BAGRE DE AGUA DOCE
8703,6501,84,PEIXE EM FILE CONGELADO BAGRE DE AGUA DOCE
8704,7101,84,MUCUA
8705,7201,84,MUCUA EM POSTAS
8706,7301,84,MUCUA EM FILE FRESCO
8707,7401,84,MUCUA SALGADA
8708,7501,84,MUCUA EM FILE CONGELADO
8709,8101,84,PEIXE INTEIRO ITUI
8710,8102,84,PEIXE INTEIRO TUI
8711,8103,84,PEIXE INTEIRO SARAPO
8712,8201,84,PEIXE EM POSTAS ITUI
8713,8301,84,PEIXE EM FILE FRESCO ITUI
8714,8401,84,PEIXE SALGADO ITUI
8715,8501,84,PEIXE EM FILE CONGELADO ITUI
8716,9101,84,PEIXE INTEIRO TRUTA
8717,9201,84,PEIXE EM POSTAS TRUTA
8718,9301,84,PEIXE EM FILE FRESCO TRUTA
8719,9401,84,PEIXE SALGADO TRUTA
8720,9501,84,PEIXE EM FILE CONGELADO TRUTA
8721,101,85,AVIU
8722,201,85,AVIU SEM CASCA
8723,401,85,AVIU SALGADO
8724,1101,85,PEIXE INTEIRO MATRINXA
8725,1102,85,PEIXE INTEIRO MATRINXAO
8726,1103,85,PEIXE INTEIRO MAMURI
8727,1104,85,PEIXE INTEIRO JATUARANA
8728,1201,85,PEIXE EM POSTAS MATRINXA
8729,1301,85,PEIXE EM FILE FRESCO MATRINXA
8730,1401,85,PEIXE SALGADO MATRINXA
8731,1501,85,PEIXE EM FILE CONGELADO MATRINXA
8732,1901,85,PEIXE MATRINXA
8733,2101,85,PEIXE INTEIRO ARACAPURI
8734,3101,85,PEIXE INTEIRO ARUIRI
8735,4101,85,PEIXE INTEIRO BAIACU
8736,5101,85,PEIXE INTEIRO CARPA
8737,6101,85,PEIXE INTEIRO CUJUBA
8738,7101,85,PEIXE INTEIRO VOADOR
8739,7102,85,PEIXE INTEIRO FLECHEIRO
8740,8101,85,PEIXE INTEIRO PIRACATINGA
