,Cod,Grupo,Produto
1,302,7,GAS ENCANADO | M3
2,401,7,TELEFONE RESIDENCIAL | GASTO TOTAL | DOMICILIO PRINCIPAL
3,402,7,TELEFONE RESIDENCIAL | GASTO TOTAL | PULSOS
4,501,7,GAS DE BUJAO | DOMICILIO PRINCIPAL
5,502,7,GAS DE BUJAO | KG
6,503,7,GAS DE BUJAO
7,601,7,AQUISICAO DE AGUA | DOMICILIO PRINCIPAL
8,602,7,GARRAFAO DE AGUA | DOMICILIO PRINCIPAL
9,603,7,AQUISICAO DE AGUA | LITRO
10,701,7,LENHA | COMBUSTIVEL DOMESTICO | DOMICILIO PRINCIPAL
11,702,7,LENHA | M3
12,801,7,GAS DE BUJAO PARA ILUMINACAO | DOMICILIO PRINCIPAL
13,901,7,QUEROSENE | COMBUSTIVEL DOMESTICO | DOMICILIO PRINCIPAL
14,902,7,QUEROSENE | COMBUSTIVEL DOMESTICO | LITRO
15,1001,7,CARVAO | COMBUSTIVEL DOMESTICO | DOMICILIO PRINCIPAL
16,1002,7,CARVAO | KG
17,1101,7,ALCOOL | COMBUSTIVEL DOMESTICO | DOMICILIO PRINCIPAL
18,1201,7,OLEO DIESEL | COMBUSTIVEL DOMESTICO | DOMICILIO PRINCIPAL
19,1301,7,TELEFONE RESIDENCIAL | INTERURBANO | DOMICILIO PRINCIPAL
20,1302,7,TELEFONE RESIDENCIAL | INTERURBANO
21,1401,7,TELEFONE RESIDENCIAL | INTERNACIONAL | DOMICILIO PRINCIPAL
22,1402,7,TELEFONE RESIDENCIAL | INTERNACIONAL
23,1601,7,ACESSO A INTERNET | PROVEDOR; A CABO; COMUNICACAO VIA SATELITE | DOMICILIO PRINCIPAL
24,1602,7,ACESSO A INTERNET | DOMICILIO PRINCIPAL
25,1603,7,TAXA DE INTERNET | DOMICILIO PRINCIPAL
26,1604,7,PROVEDOR DE INTERNET | DOMICILIO PRINCIPAL
27,1605,7,COMUNICACAO A CABO INTERNET | DOMICILIO PRINCIPAL
28,1606,7,COMUNICACAO VIA SATELITE DE INTERNET | DOMICILIO PRINCIPAL
29,1607,7,ACESSO INTERNET | PROVEDOR; A CABO; COMUNICAÇÃO VIA SATELITE
30,1701,7,TV | ASSINATURA | DOMICILIO PRINCIPAL
31,1702,7,MENSALIDADE DE TV | ASSINATURA | DOMICILIO PRINCIPAL
32,1703,7,ASSINATURA DE TV | DOMICILIO PRINCIPAL
33,1704,7,TV | ASSINATURA
34,1801,7,GASOLINA | COMBUSTIVEL DOMESTICO | DOMICILIO PRINCIPAL
35,1802,7,GASOLINA | LITRO
36,1901,7,RECARGA DE BATERIA | ILUMINACAO DOMICILIAR
37,2001,7,PO DE SERRA
38,9801,7,AGREGADO
39,101,8,AZULEJO E PISO
40,102,8,PISO
41,103,8,RODAPE | EXCETO DE MADEIRA
42,104,8,LAJOTA
43,201,8,APARELHOS SANITARIOS | PIA; VASO; BIDE; BANHEIRA; ETC.
44,202,8,BIDE
45,203,8,CONJUNTO SANITARIO
46,204,8,VASO SANITARIO
47,205,8,BANHEIRA
48,206,8,PECA PARA SUPORTE DE PAPEL HIGIENICO
49,207,8,SABONETEIRA | EXCETO DE PLASTICO
50,208,8,PIA
51,209,8,APARELHOS SANITARIOS | PIA; VASO; BIDE; BANHEIRA; ETC.
52,301,8,JANELA E PORTA
53,302,8,PORTA
54,401,8,MADEIRA E TACO
55,402,8,TACO
56,403,8,CAIBRO
57,404,8,RIPA
58,405,8,SARRAFO
59,501,8,CIMENTO
60,502,8,CIMENTO BRANCO
61,503,8,CIMENTCOLA OU CIMENTOCOLA
62,601,8,TIJOLO
63,602,8,BLOCO DE CERAMICA
64,701,8,VIDRO
65,801,8,TINTA
66,802,8,VERNIZ
67,901,8,MATERIAL DE PINTURA EM GERAL
68,902,8,MASSA CORRIDA PARA PAREDE
69,903,8,CAL
70,904,8,CAL VIRGEM
71,905,8,ROLO DE PINTURA
72,906,8,LIXA DE MADEIRA
73,1001,8,TORNEIRA; CANO E MATERIAL HIDRAULICO EM GERAL
74,1002,8,CANO
75,1003,8,MATERIAL HIDRAULICO
76,1004,8,TORNEIRA; CANO E MATERIAL HIDRAULICO EM GERAL
77,1101,8,FERRAGENS | FECHADURA; FERRO; ARAME; PREGO; ETC.
78,1102,8,FECHADURA
79,1103,8,FERRO
80,1104,8,ARAME
81,1105,8,PREGO
82,1106,8,CADEADO
83,1107,8,RALO DE ESGOTAMENTO DE AGUA
84,1108,8,TELA DE ARAME
85,1109,8,TRILHO METALICO
86,1110,8,ROLAMENTO PARA PORTA
87,1111,8,FERRAGENS | FECHADURA; FERRO; ARAME; PREGO; ETC.
88,1201,8,FIO E MATERIAL ELETRICO EM GERAL
89,1202,8,MATERIAL PARA INSTALACAO ELETRICA
90,1203,8,FIO PARA INSTALACAO ELETRICA
91,1301,8,MAO-DE-OBRA | PEDREIRO; MARCENEIRO; ELETRICISTA; PINTOR; ETC.
92,1302,8,PEDREIRO
93,1303,8,MARCENEIRO
94,1304,8,ELETRICISTA
95,1305,8,PINTOR
96,1306,8,MAO DE OBRA | PEDREIRO; MARCENEIRO; ELETRICISTA; PINTOR; ETC.
97,1307,8,LIMPEZA DE FOSSA
98,1401,8,DEDETIZACAO; DESRATIZACAO; DESINSETIZACAO; ETC.
99,1402,8,DESRATIZACAO
100,1403,8,EXTERMINIO DE INSETOS
101,1404,8,DESINSETIZACAO
102,1501,8,VITRIFICACAO | SINTECO; POLIURETANO; ETC.
103,1502,8,SINTECO
104,1503,8,POLIURETANO
105,1601,8,REFORMA OU OBRA POR EMPREITADA
106,1602,8,CONSTRUCAO POR EMPREITADA
107,1603,8,EMPREITEIRO
108,1604,8,EMPREITADA
109,1605,8,OBRA POR EMPREITADA
110,1606,8,TERRAPLANAGEM | EMPREITADA
111,1607,8,SERVICO DE TERRAPLANAGEM | EMPREITADA
112,1701,8,LICENCA PARA OBRA; PLANTA E DESEMBARACO DE DOCUMENTACAO
113,1702,8,PLANTA PARA OBRA
114,1703,8,DESEMBARACO DE DOCUMENTACAO PARA OBRA
115,1704,8,LICENCA PARA OBRA
116,1801,8,ARTIGOS DE JARDINAGEM | PLANTA; TERRA; SEMENTE; XAXIM; ETC.
117,1802,8,PLANTAS NATURAIS
118,1803,8,TERRA VEGETAL
119,1804,8,SEMENTES
120,1805,8,XAXIM
121,1806,8,VASO PARA PLANTA
122,1807,8,SUPORTE DE VASO
123,1808,8,MUDAS
124,1809,8,PINHEIRO | MUDA
125,1810,8,ARTIGOS DE JARDINAGEM | PLANTAS; TERRA; SEMENTES; XAXIM; ETC.
126,1901,8,ALUGUEL DE CARRETO PARA MATERIAL DE CONSTRUCAO
127,1902,8,FRETE DE MATERIAL DE CONSTRUCAO
128,1903,8,ALUGUEL DE CACAMBA PARA RETIRAR ENTULHOS
129,1904,8,RETIRADA DE ENTULHO
130,1905,8,CARRETO DE MATERIAL DE CONSTRUCAO
131,1906,8,ALUGUEL DE MATERIAL DE CONSTRUCAO
132,2001,8,CAIXA DE CORREIO
133,2002,8,CAIXA DE CORRESPONDENCIA
134,2101,8,LAJE PRE-MOLDADA
135,2102,8,LAGE PRE-MOLDADA
136,2201,8,AREIA; TERRA; BARRO; SAIBRO; ETC.
137,2202,8,ARENOSO
138,2203,8,BARRO
139,2204,8,SAIBRO
140,2205,8,CAULIM
141,2206,8,TERRA
142,2207,8,ATERRO
143,2208,8,CASCALHO
144,2209,8,AREIA; TERRA; BARRO; SAIBRO; ETC.
145,2301,8,PEDRAS | BRITADA; MARROADA; PARALELEPIPEDO; ETC.
146,2302,8,PEDRA BRITADA
147,2303,8,BRITA
148,2304,8,PO DE PEDRA
149,2305,8,PEDRA MARROADA
150,2306,8,PEDRA DE ALICERCE
151,2307,8,PEDRAS | BRITADA; MARROADA; PARALELEPIPEDO; ETC.
152,2401,8,PORTAO
153,2402,8,PORTAO DE FERRO
154,2403,8,PORTAO ELETRONICO
155,2501,8,INPS DE OBRA
156,2601,8,BASCULANTE
157,2701,8,COLA | EXCETO DUREPOX
158,2702,8,COLA DE MADEIRA
159,2703,8,COLA SUPER BOND
160,2704,8,SUPER BOND
161,2705,8,COLA DE SAPATEIRO
162,2801,8,ARGAMASSA
163,2802,8,REJUNTE
164,2901,8,TELHAS | BARRO; AMIANTO; FIBRA; ALUMINIO; ETC.
165,2902,8,TELHAS | BARRO; AMIANTO; FIBRA; ALUMINIO; ETC.
166,3001,8,SOLEIRA E PARAPEITO DE JANELA DE QUALQUER MATERIAL
167,3002,8,PARAPEITO DE JANELA DE QUALQUER MATERIAL
168,3101,8,PEDRA MARMORE PARA PIA
169,3102,8,MARMORE | PEDRAPARA PIA
170,3103,8,BALCAO DE MARMORE PARA PIA
171,3104,8,BALCAO DE PIA
172,3105,8,BALCAO DE COZINHA
173,3106,8,GRANITO | PEDRAPARA PIA
174,3107,8,BALCAO DE GRANITO PARA PIA
175,3108,8,BALCAO
176,3109,8,PIA DE COZINHA
177,3201,8,CAIXA DE AGUA DE QUALQUER MATERIAL
178,3202,8,TAMPA DE CAIXA DE AGUA
179,3203,8,CAIXA DE AGUA
180,3301,8,GRADE DE FERRO
181,3401,8,BLOCO DE CIMENTO
182,3402,8,BLOCKET | BLOCO DE CIMENTO
183,3501,8,BOX DE BANHEIRO DE QUALQUER MATERIAL
184,3601,8,TANQUE DE QUALQUER MATERIAL
185,3701,8,PORTAL
186,3801,8,CAIXA DE LUZ | PADRAO
187,3901,8,CAIXA DE DESCARGA
188,4001,8,GESSO
189,4101,8,ESPELHO DE BANHEIRO
190,4201,8,MANILHA
191,4301,8,PLACA; ANEL; VIGA; PALANQUE; ETC. DE CIMENTO OU CONCRETO
192,4302,8,ANEL DE CIMENTO OU CONCRETO
193,4303,8,VIGA DE CIMENTO OU CONCRETO
194,4304,8,PALANQUE DE CIMENTO OU CONCRETO
195,4305,8,PLACA DE CIMENTO OU CONCRETO
196,4401,8,CAIXA DE REGISTRO DE AGUA
197,4501,8,MATERIAL PLASTICO PARA COBERTURA
198,4502,8,TOLDO PLASTICO
199,4503,8,PLASTICO | MATERIAL PARA COBERTURA
200,4504,8,TOLDO DE LONA
201,4601,8,DUREPOX
202,4602,8,EPOX | COLA
203,4701,8,CUBA PARA PIA | QUALQUER MATERIAL
204,4702,8,PIA | CUBADE QUALQUER MATERIAL
205,4801,8,CALHA
206,4901,8,ESQUADRIA
207,5001,8,FORMICA | FOLHA
208,5002,8,FOLHA DE FORMICA
209,5101,8,POSTE | CIMENTO
210,5201,8,CUPINICIDA
211,5202,8,VENENO CONTRA CUPIM | CUPINICIDA
212,5301,8,PRODUTOS PARA PISCINA
213,5302,8,CLORO PARA PISCINA
214,5303,8,SULFATO DE ALUMINIO PARA PISCINA
215,5501,8,ESCADA CARACOL
216,5601,8,IMPERMEABILIZANTE
217,5602,8,MASSA DE VEDACAO DE TELHA
218,5701,8,PALHA PARA COBERTURA
219,5702,8,SAPE PARA COBERTURA
220,5901,8,MASSA DE FIXACAO E VEDACAO DE VIDRO
221,6101,8,BANDEIRA DE JANELA
222,6201,8,CONCRETO USINADO
223,6401,8,TETO SOLAR
224,6701,8,FIXOTAC
225,6901,8,LATA VAZIA | USADA EM CONSTRUCAO
226,7001,8,RUFO DE TELHADO
227,7002,8,RUFO PARA TELHADO
228,7101,8,OXIDO DE FERRO | PARA PISO DE CERAMICA
229,7301,8,LIXEIRA METALICA
230,8001,8,MANUTENCAO DE JAZIGO
231,8101,8,EXUMACAO
232,8201,8,PLACA DE JAZIGO
233,8301,8,CONDOMINIO DE JAZIGO
234,8302,8,TAXA DE CONDOMINIO DE JAZIGO
235,8401,8,FORRO PARA COBERTURA | INDETERMINADO
236,8402,8,FORRO DE GESSO
237,8403,8,FORRO DE MADEIRA
238,8404,8,FORRO DE PVC
239,8501,8,BOIA DE CAIXA DE AGUA
240,9801,8,AGREGADO
241,101,9,CONSERTO DE MOVEIS
242,102,9,REFORMA DE MOVEIS
243,201,9,MANUTENCAO DE MOVEIS
244,301,9,CONSERTO DE ASPIRADOR DE PO | PECA+MAO-DE-OBRA
245,601,9,MANUTENCAO DE APARELHOS DOMESTICOS
246,602,9,MANUTENCAO DE MOTO-BOMBA | POCO ARTESIANO
247,701,9,CONSERTO DE MOTO-BOMBA | PECA+MAO-DE-OBRA
248,801,9,CONSERTO DE FERRO ELETRICO | PECA+MAO-DE-OBRA
249,901,9,MANUTENCAO DE UTENSILIOS DOMESTICOS
250,902,9,MANUTENCAO DE CAIXA DE AGUA
251,903,9,LIMPEZA DE CAIXA DE AGUA | MANUTENCAO
252,904,9,LIMPEZA DE FOSSA
253,905,9,LIMPEZA DE CARPETE
254,906,9,MANUTENCAO DE UTENSILIOS DOMESTICOS NAO ELETRICOS
255,907,9,MANUTENCAO DE UTENSILIOS DOMESTICO
256,1001,9,CONSERTO DE FERRO ELETRICO | PECA
257,1002,9,CONSERTO DE FERRO ELETRICO | MAO-DE-OBRA
258,1201,9,CONSERTO DE UTENSILIOS DOMESTICOS | EXCETO ELETRICOS
259,1202,9,CONSERTO DE ANTENA PARABOLICA
260,1203,9,CONSERTO DE TELEFONE
261,1204,9,CONSERTO DE TOLDO
262,1205,9,CONSERTO DE PERSIANA
263,1206,9,CONSERTO DE RECEPTOR DE ANTENA PARABOLICA
264,1501,9,MONTAGEM DE MOVEIS
265,2001,9,CONSERTO DE GELADEIRA OU FREEZER | PECA
266,2101,9,CONSERTO DE GELADEIRA OU FREEZER | MAO-DE-OBRA
267,2102,9,CONSERTO DE GELADEIRA OU FREEZER | MAO DE OBRA
268,2201,9,CONSERTO DE GELADEIRA OU FREEZER | PECA+MAO-DE-OBRA
269,2202,9,CONSERTO DE GELADEIRA OU FREEZER | PECA+MAO DE OBRA
270,2301,9,CONSERTO DE TELEVISAO | PECA
271,2302,9,CONSERTO DE TELAO | PECA
272,2401,9,CONSERTO DE TELEVISAO | MAO-DE-OBRA
273,2402,9,CONSERTO DE TELAO | MAO-DE-OBRA
274,2403,9,CONSERTO DE TELEVISAO | MAO DE OBRA
275,2501,9,CONSERTO DE TELEVISAO | PECA+MAO-DE-OBRA
276,2502,9,CONSERTO DE TELAO | PECA+MAO-DE-OBRA
277,2503,9,CONSERTO DE TELEVISAO | PECA+MAO DE OBRA
278,2601,9,CONSERTO DE APARELHO SONORO | PECA
279,2602,9,CONSERTO DE RADIO | PECA
280,2603,9,CONSERTO DE RADIO-RELOGIO | PECA
281,2701,9,CONSERTO DE APARELHO SONORO | MAO-DE-OBRA
282,2702,9,CONSERTO DE RADIO | MAO-DE-OBRA
283,2703,9,CONSERTO DE RADIO-RELOGIO | MAO-DE-OBRA
284,2704,9,CONSERTO DE APARELHO SONORO | MAO DE OBRA
285,2801,9,CONSERTO DE APARELHO SONORO | PECA+MAO-DE-OBRA
286,2802,9,CONSERTO DE RADIO | PECA+MAO-DE-OBRA
287,2803,9,CONSERTO DE RADIO-RELOGIO | PECA+MAO-DE-OBRA
288,2804,9,CONSERTO DE APARELHO SONORO | PECA+MAO DE OBRA
289,2901,9,CONSERTO DE VIDEOCASSETE | PECA
290,3001,9,CONSERTO DE VIDEOCASSETE | MAO-DE-OBRA
291,3101,9,CONSERTO DE VIDEOCASSETE | PECA+MAO-DE-OBRA
292,3201,9,CONSERTO DE MAQUINA DE LAVAR OU SECAR ROUPA | PECA
293,3202,9,CONSERTO DE MAQUINA DE LAVAR ROUPA | PECA
294,3203,9,CONSERTO DE MAQUINA DE SECAR ROUPA | PECA
295,3301,9,CONSERTO DE MAQUINA DE LAVAR OU SECAR ROUPA | MAO-DE-OBRA
296,3302,9,CONSERTO DE MAQUINA DE LAVAR ROUPA | MAO-DE-OBRA
297,3303,9,CONSERTO DE MAQUINA DE SECAR ROUPA | MAO-DE-OBRA
298,3401,9,CONSERTO DE MAQUINA DE LAVAR OU SECAR ROUPA | PECA+MAO-DE-OBRA
299,3402,9,CONSERTO DE MAQUINA DE LAVAR ROUPA | PECA+MAO-DE-OBRA
300,3403,9,CONSERTO DE MAQUINA DE SECAR ROUPA | PECA+MAO-DE-OBRA
301,3501,9,CONSERTO DE FOGAO | PECA
302,3601,9,CONSERTO DE FOGAO | MAO-DE-OBRA
303,3701,9,CONSERTO DE FOGAO | PECA+MAO-DE-OBRA
304,3801,9,CONSERTO DE AR CONDICIONADO | PECA
305,3901,9,CONSERTO DE AR CONDICIONADO | MAO-DE-OBRA
306,4001,9,CONSERTO DE AR CONDICIONADO | PECA+MAO-DE-OBRA
307,4101,9,CONSERTO DE PORTAO ELETRONICO | PECA
308,4201,9,CONSERTO DE PORTAO ELETRONICO | MAO-DE-OBRA
309,4301,9,CONSERTO DE PORTAO ELETRONICO | PECA+MAO-DE-OBRA
310,4401,9,CONSERTO DE FURADEIRA ELETRICA | PECA
311,4501,9,CONSERTO DE FURADEIRA ELETRICA | MAO-DE-OBRA
312,4601,9,CONSERTO DE FURADEIRA ELETRICA | PECA+MAO-DE-OBRA
313,4701,9,CONSERTO DE AQUECEDOR | PECA+MAO-DE-OBRA
314,4801,9,CONSERTO DE ORGAO ELETRONICO | PECA+MAO-DE-OBRA
315,4901,9,CONSERTO DE SECRETARIA ELETRONICA | PECA+MAO-DE-OBRA
316,5001,9,CONSERTO DE MAQUINA DE COSTURA OU OVERLOCK | PECA
317,5101,9,CONSERTO DE MAQUINA DE COSTURA OU OVERLOCK | MAO-DE-OBRA
318,5201,9,CONSERTO DE MAQUINA DE COSTURA OU OVERLOCK | PECA+MAO-DE-OBRA
319,5301,9,CONSERTO DE BATEDEIRA DE BOLO;MULTIPROCESSADOR E LIQUIDIFICADOR | PECA
320,5302,9,CONSERTO DE LIQUIDIFICADOR | PECA
321,5303,9,CONSERTO DE MULTIPROCESSADOR | PECA
322,5401,9,CONSERTO DE BATEDEIRA DE BOLO;MULTIPROCESSADOR E LIQUIDIFICADOR | MAO-DE-OBRA
323,5402,9,CONSERTO DE LIQUIDIFICADOR | MAO-DE-OBRA
324,5403,9,CONSERTO DE MULTIPROCESSADOR | MAO-DE-OBRA
325,5501,9,CONSERTO DE BATEDEIRA DE BOLO;MULTIPROCESSADOR E LIQUIDIFICADOR | PECA+MAO-DE-OBRA
326,5502,9,CONSERTO DE LIQUIDIFICADOR | PECA+MAO-DE-OBRA
327,5503,9,CONSERTO DE MULTIPROCESSADOR | PECA+MAO-DE-OBRA
328,5601,9,CONSERTO DE FORNO ELETRICO | PECA+MAO-DE-OBRA
329,5701,9,CONSERTO DE FILMADORA | PECA+MAO-DE-OBRA
330,5801,9,CONSERTO DE MAQUINA DE LAVAR LOUCAS | MAO-DE-OBRA
331,5901,9,CONSERTO DE RELOGIO DE MESA OU DE PAREDE | PECA+MAO-DE-OBRA
332,6001,9,CONSERTO DE VENTILADOR | PECA+MAO-DE-OBRA
333,6002,9,CONSERTO DE VENTILADOR | PECA
334,6101,9,CONSERTO DE OZONIZADOR E TORNEIRA ELETRICA | PECA+MAO-DE-OBRA
335,6102,9,CONSERTO DE TORNEIRA ELETRICA | PECA+MAO-DE-OBRA
336,6201,9,CONSERTO DE MAQUINA DE LAVAR LOUCAS | PECA
337,6301,9,CONSERTO DE MAQUINA DE LAVAR LOUCAS | PECA+MAO-DE-OBRA
338,6401,9,CONSERTO DE FILMADORA | PECA
339,6501,9,CONSERTO DE FILMADORA | MAO-DE-OBRA
340,6601,9,CONSERTO DE ENCERADEIRA | PECA
341,6701,9,CONSERTO DE ENCERADEIRA | MAO-DE-OBRA
342,6801,9,CONSERTO DE ENCERADEIRA | PECA+MAO-DE-OBRA
343,6901,9,CONSERTO DE MICROCOMPUTADOR | PECA
344,7001,9,CONSERTO DE MICROCOMPUTADOR | MAO-DE-OBRA
345,7101,9,CONSERTO DE MICROCOMPUTADOR | PECA+MAO-DE-OBRA
346,7201,9,CONSERTO DE CHUVEIRO ELETRICO | PECA
347,7301,9,CONSERTO DE CHUVEIRO ELETRICO | MAO-DE-OBRA
348,7401,9,CONSERTO DE CHUVEIRO ELETRICO | PECA+MAO-DE-OBRA
349,7501,9,CONSERTO DE SECADOR DE CABELOS | PECA
350,7601,9,CONSERTO DE SECADOR DE CABELOS | MAO-DE-OBRA
351,7701,9,CONSERTO DE SECADOR DE CABELOS | PECA+MAO-DE-OBRA
352,7801,9,CONSERTO DE MAQUINA DE COSTURA | PECA+MAO-DE-OBRA
353,7901,9,CONSERTO DE MICROONDAS | PECA+MAO-DE-OBRA
354,8001,9,CONSERTO DE VIDEOGAME | PECA+MAO-DE-OBRA
355,8101,9,CONSERTO DE CENTRIFUGA | PECA+MAO-DE-OBRA
356,8201,9,CONSERTO DE IMPRESSORA | PECA + MAO-DE-OBRA
357,8202,9,CONSERTO DE IMPRESSORA | PECA
358,8301,9,CONSERTO DE CONTROLE REMOTO
359,8401,9,CONSERTO DE FAX | PECA+MAO-DE-OBRA
360,8501,9,CONSERTO DE DVD | PECA+MAO-DE-OBRA
361,8601,9,REFORMA DE INSTRUMENTO MUSICAL | PECA+MAO-DE-OBRA
362,9801,9,AGREGADO
363,501,10,ALUGUEL DO IMOVEL | DOMICILIO PRINCIPAL
364,502,10,ALUGUEL DO IMOVEL
365,701,10,PRESTACAO DO IMOVEL | DOMICILIO PRINCIPAL
366,702,10,PRESTACAO DO IMOVEL
367,1001,10,ALUGUEL DE GARAGEM | DOMICILIO PRINCIPAL
368,1002,10,ALUGUEL DE GARAGEM
369,1201,10,CONDOMINIO | DOMICILIO PRINCIPAL
370,1202,10,CONDOMINIO
371,1401,10,IMPOSTO PREDIAL | DOMICILIO PRINCIPAL
372,1402,10,IPTU
373,1403,10,IMPOSTO PREDIAL
374,1601,10,ADICIONAIS DO ALUGUEL DO IMOVEL | JUROS; MULTA; ETC. | DOMICILIO PRINCIPAL
375,1602,10,JUROS DO ALUGUEL DO IMOVEL | DOMICILIO PRINCIPAL
376,1603,10,MULTA DO ALUGUEL DO IMOVEL | DOMICILIO PRINCIPAL
377,1604,10,ADICIONAL ALUGUEL IMOVEL | JUROS; MULTA; ETC.
378,1701,10,ADICIONAIS DE PRESTACAO DO IMOVEL | JUROS; MULTA; ETC. | DOMICILIO PRINCIPAL
379,1702,10,JUROS DE PRESTACAO DO IMOVEL | DOMICILIO PRINCIPAL
380,1703,10,MULTA DE PRESTACAO DO IMOVEL | DOMICILIO PRINCIPAL
381,1801,10,ADICIONAIS DE ALUGUEL DE GARAGEM | JUROS; MULTA; ETC. | DOMICILIO PRINCIPAL
382,1802,10,JUROS DE ALUGUEL DE GARAGEM | DOMICILIO PRINCIPAL
383,1803,10,MULTA DE ALUGUEL DE GARAGEM | DOMICILIO PRINCIPAL
384,1901,10,ADICIONAIS DE CONDOMINIO | JUROS; MULTA; ETC. | DOMICILIO PRINCIPAL
385,1902,10,JUROS DE CONDOMINIO | DOMICILIO PRINCIPAL
386,1903,10,MULTA DE CONDOMINIO | DOMICILIO PRINCIPAL
387,2001,10,ADICIONAIS DE IMPOSTO PREDIAL | JUROS; MULTA; ETC. | DOMICILIO PRINCIPAL
388,2002,10,JUROS DE IMPOSTO PREDIAL | DOMICILIO PRINCIPAL
389,2003,10,MULTA DE IMPOSTO PREDIAL | DOMICILIO PRINCIPAL
390,2201,10,IMPOSTO TERRITORIAL RURAL
391,2301,10,SPU | SERVICO DE PATRIMONIO DA UNIAO
392,2302,10,SERVICO DE PATRIMONIO DA UNIAO | SPU
393,2401,10,INCRA
394,9001,10,ALUGUEL ESTIMADO | PARA IMOVEIS PROPRIO; CEDIDO E OUTROS
395,9002,10,ALUGUEL ESTIMADO | IMOVEIS PROPRIOS; CEDIDO E OUTROS
396,101,11,AZULEJO E PISO
397,102,11,PISO
398,103,11,RODAPE | EXCETO DE MADEIRA
399,201,11,APARELHOS SANITARIOS | PIA; VASO; BIDE; BANHEIRA; ETC.
400,202,11,BIDE
401,203,11,CONJUNTO SANITARIO
402,204,11,VASO SANITARIO
403,205,11,BANHEIRA
404,206,11,PECA PARA SUPORTE DE PAPEL HIGIENICO
405,207,11,SABONETEIRA | EXCETO DE PLASTICO
406,208,11,PIA
407,209,11,APARELHOS SANITARIOS | PIA; VASO; BIDE; BANHEIRA; ETC.
408,301,11,JANELA E PORTA
409,302,11,PORTA
410,401,11,MADEIRA E TACO
411,402,11,TACO
412,403,11,CAIBRO
413,404,11,RIPA
414,405,11,SARRAFO
415,501,11,CIMENTO
416,502,11,CIMENTO BRANCO
417,503,11,CIMENTCOLA OU CIMENTOCOLA
418,601,11,TIJOLO
419,602,11,BLOCO DE CERAMICA
420,701,11,VIDRO
421,801,11,TINTA
422,802,11,VERNIZ
423,901,11,MATERIAL DE PINTURA EM GERAL
424,902,11,MASSA CORRIDA PARA PAREDE
425,903,11,CAL
426,904,11,CAL VIRGEM
427,905,11,ROLO DE PINTURA
428,906,11,LIXA DE MADEIRA
429,1001,11,TORNEIRA; CANO E MATERIAL HIDRAULICO EM GERAL
430,1002,11,CANO
431,1003,11,MATERIAL HIDRAULICO
432,1004,11,TORNEIRA; CANO E MATERIAL HIDRAULICO EM GERAL
433,1101,11,FERRAGENS | FECHADURA; FERRO; ARAME; PREGO; ETC.
434,1102,11,FECHADURA
435,1103,11,FERRO
436,1104,11,ARAME
437,1105,11,PREGO
438,1106,11,CADEADO
439,1107,11,RALO DE ESGOTAMENTO DE AGUA
440,1108,11,TELA DE ARAME
441,1109,11,TRILHO METALICO
442,1110,11,ROLAMENTO PARA PORTA
443,1111,11,FERRAGENS | FECHADURA; FERRO; ARAME; PREGO; ETC.
444,1201,11,FIO E MATERIAL ELETRICO EM GERAL
445,1202,11,MATERIAL PARA INSTALACAO ELETRICA
446,1203,11,FIO PARA INSTALACAO ELETRICA
447,1204,11,FIOS E MATERIAL ELETRICO EM GERAL
448,1301,11,MAO-DE-OBRA | PEDREIRO; MARCENEIRO; ELETRICISTA; PINTOR; ETC.
449,1302,11,PEDREIRO
450,1303,11,MARCENEIRO
451,1304,11,ELETRICISTA
452,1305,11,PINTOR
453,1306,11,MAO DE OBRA | PEDREIRO; MARCENEIRO; ELETRICISTA; PINTOR; ETC.
454,1401,11,DEDETIZACAO; DESRATIZACAO; DESINSETIZACAO; ETC.
455,1402,11,DESRATIZACAO
456,1403,11,EXTERMINIO DE INSETOS
457,1404,11,DESINSETIZACAO
458,1501,11,VITRIFICACAO | SINTECO; POLIURETANO; ETC.
459,1502,11,SINTECO
460,1503,11,POLIURETANO
461,1601,11,REFORMA OU OBRA POR EMPREITADA
462,1602,11,CONSTRUCAO POR EMPREITADA
463,1603,11,EMPREITEIRO
464,1604,11,EMPREITADA
465,1605,11,OBRA POR EMPREITADA
466,1606,11,TERRAPLANAGEM | EMPREITADA
467,1607,11,SERVICO DE TERRAPLANAGEM | EMPREITADA
468,1608,11,REFORMAS OU OBRAS POR EMPREITADA
469,1701,11,LICENCA PARA OBRA; PLANTA E DESEMBARACO DE DOCUMENTACAO
470,1702,11,PLANTA PARA OBRA
471,1703,11,DESEMBARACO DE DOCUMENTACAO PARA OBRA
472,1704,11,LICENCA PARA OBRA
473,1901,11,ALUGUEL DE CARRETO PARA MATERIAL DE CONSTRUCAO
474,1902,11,FRETE DE MATERIAL DE CONSTRUCAO
475,1903,11,ALUGUEL DE CACAMBA PARA RETIRAR ENTULHOS
476,1904,11,RETIRADA DE ENTULHO
477,1905,11,CARRETO DE MATERIAL DE CONSTRUCAO
478,2001,11,CAIXA DE CORREIO
479,2002,11,CAIXA DE CORRESPONDENCIA
480,2101,11,LAJE PRE-MOLDADA
481,2102,11,LAGE PRE-MOLDADA
482,2201,11,AREIA; TERRA; BARRO; SAIBRO; ETC.
483,2202,11,ARENOSO
484,2203,11,BARRO
485,2204,11,SAIBRO
486,2205,11,CAULIM
487,2206,11,TERRA
488,2207,11,ATERRO
